index	SequenceA	SequenceB
4916	L48691.1_1171-1284	AF166003.1_1167-1280
4917	AF395810.1_1102-1215	M68880.1_2362-2475
4918	AF107781.1_1102-1215	AF323749.1_1123-1236
4919	L22218.1_1705-1818	M74898.1_595-708
4920	AY494950.1_597-710	AF252301.1_1598-1711
4921	U42975.1_1160-1273	M32661.1_1132-1245
4922	M55514.1_2727-2840	Y07588.1_172-285
4923	M17211.1_1733-1846	U03723.1_2475-2588
4924	M64226.1_1117-1230	AF284420.1_1334-1447
4925	X60797.1_1180-1293	M27158.1_2168-2281
4926	AF069526.1_1261-1374	X12589.1_1364-1477
4927	X62841.1_1711-1824	U45979.1_1659-1772
4928	L02751.1_1573-1686	AF075160.1_1209-1322
4929	AF032099.1_1303-1416	AF132853.1_1195-1308
4930	AY138839.1_1562-1675	U38182.1_1906-2019
4931	AY329366.1_1456-1569	BX537638.1_3883-3996
4932	AY232553.1_1231-1344	X17622.1_2129-2242
4933	U96110.1_1273-1386	AF493545.1_787-900
4934	M38217.1_1195-1308	L26968.1_1511-1624
4935	AY329362.1_1365-1478	M35664.1_1146-1259
4936	U78642.1_1141-1254	AB084422.1_1249-1362
4937	M32660.1_1111-1224	AF048712.1_1102-1215
4938	M55515.1_1302-1415	AF017129.1_1373-1486
4939	U06156.1_1880-1993	AF323751.1_1477-1590
4940	M94258.1_1101-1214	AY179603.1_1735-1848
4941	U38240.1_1156-1269	X16003.1_1685-1798
4942	AF493544.1_1545-1658	X07132.1_1560-1673
4943	AB018545.1_1858-1971	AF026006.1_1132-1245
4944	M74449.1_1173-1286	BC054804.1_1537-1650
4945	X66185.1_1123-1236	AY329366.1_1456-1569
4946	AF048712.1_1102-1215	AB084422.1_1249-1362
4947	AF319664.1_1334-1447	AB018545.1_1858-1971
4948	X16001.1_1190-1303	X66185.1_1123-1236
4949	X16003.1_1685-1798	U38182.1_1906-2019
4950	AF149787.1_1406-1519	AF493545.1_787-900
4951	AF284420.1_1334-1447	X12589.1_1364-1477
4952	M74449.1_1173-1286	U06156.1_1880-1993
4953	BC054804.1_1537-1650	M38217.1_1195-1308
4954	M59980.1_1343-1456	U42975.1_1160-1273
4955	AF069526.1_1261-1374	M32661.1_1132-1245
4956	AY147192.1_1892-2005	AF166003.1_1167-1280
4957	M95914.1_1261-1374	AY232553.1_1231-1344
4958	U38240.1_1156-1269	U45979.1_1659-1772
4959	M27158.1_2168-2281	AF017129.1_1373-1486
4960	M74898.1_595-708	M64226.1_1117-1230
4961	AF493544.1_1545-1658	U96110.1_1273-1386
4962	AF252301.1_1598-1711	M35664.1_1146-1259
4963	AF205856.1_1102-1215	AF166008.1_340-453
4964	M30312.1_1217-1330	M94258.1_1101-1214
4965	AF508735.1_1111-1224	AF107781.1_1102-1215
4966	AF395810.1_1102-1215	M55515.1_1302-1415
4967	AY329361.1_1209-1322	U03723.1_2475-2588
4968	AY494950.1_597-710	AY138839.1_1562-1675
4969	U89873.1_663-775	AF454388.1_1126-1239
4970	X16001.1_1190-1303	X17621.1_1700-1813
4971	M59313.1_33-146	X60797.1_1180-1293
4972	AF032099.1_1303-1416	X17622.1_2129-2242
4973	M68880.1_2362-2475	M59211.1_1348-1461
4974	AF132853.1_1195-1308	AF223409.1_1162-1275
4975	U52223.1_8-121	Y07589.1_82-195
4976	X62841.1_1711-1824	M96747.1_472-585
4977	L02751.1_1573-1686	L22218.1_1705-1818
4978	U75448.1_1122-1235	AF075160.1_1209-1322
4979	X07132.1_1560-1673	M17211.1_1733-1846
4980	L19740.1_1135-1248	AF323749.1_1123-1236
4981	BC054804.1_1537-1650	M27158.1_2168-2281
4982	BX537638.1_3883-3996	M68880.1_2362-2475
4983	AY329366.1_1456-1569	AF149787.1_1406-1519
4984	U45979.1_1659-1772	AF032099.1_1303-1416
4985	M35664.1_1146-1259	M74449.1_1173-1286
4986	X60797.1_1180-1293	AF223409.1_1162-1275
4987	X17622.1_2129-2242	X17621.1_1700-1813
4988	AF493545.1_787-900	X62841.1_1711-1824
4989	Y07588.1_172-285	M96747.1_472-585
4990	U75448.1_1122-1235	AF048712.1_1102-1215
4991	AF454388.1_1126-1239	AF205856.1_1102-1215
4992	U38240.1_1156-1269	M55515.1_1302-1415
4993	AY179603.1_1735-1848	AF308934.1_1774-1887
4994	AF166003.1_1167-1280	M64226.1_1117-1230
4995	AF107781.1_1102-1215	M74898.1_595-708
4996	M30312.1_1217-1330	M38217.1_1195-1308
4997	AF166008.1_340-453	AY147192.1_1892-2005
4998	AF493544.1_1545-1658	U03723.1_2475-2588
4999	U96110.1_1273-1386	U38182.1_1906-2019
5000	M55514.1_2727-2840	U06156.1_1880-1993
5001	L19740.1_1135-1248	X16003.1_1685-1798
5002	M59313.1_33-146	U52223.1_8-121
5003	AE017007.1_287994-288186	AE004127.1_7715-7538
5004	U00006.1_98763-98567	AF269536.1_680-500
5005	AE017154.1_86844-87014	X00008.1_296-492
5006	AP005082.1_169934-170112	AP001512.1_119931-120105
5007	AE007576.1_1562-1747	AE017274.1_20257-20449
5008	AE015944.1_195870-195703	AE016947.1_224792-224618
5009	AP001518.1_272531-272358	AE016770.1_235405-235209
5010	AE013149.1_9167-9356	AE006448.1_6071-6253
5011	AL591976.1_186683-186486	AE004127.1_7715-7538
5012	AE017270.1_85304-85118	AE001799.1_20444-20268
5013	AP005342.1_28132-28310	AE017000.1_234265-234084
5014	AF306669.1_1019-1194	AP003194.2_187997-187828
5015	AL596166.1_112469-112272	AP003187.2_139222-139393
5016	AE015829.1_4454-4280	AP003362.3_86114-86289
5017	AE010489.1_2647-2468	J03294.1_2297-2476
5018	AL935254.1_261916-262097	AE007856.1_5090-5262
5019	AE017026.1_274819-274638	AE013039.1_9145-9323
5020	AF269536.1_680-500	M93419.1_332-511
5021	AP001517.1_215539-215348	X15196.1_270-75
5022	AP004827.1_261938-261763	AP004826.1_205532-205707
5023	AE016747.1_182196-182375	U00006.1_98763-98567
5024	AP004601.1_22341-22165	AE017007.1_287994-288186
5025	Z99121.2_6040-5861	AP004598.1_253855-254037
5026	AE004193.1_5679-5861	AP001513.1_19957-19775
5027	AE015829.1_4454-4280	AE013039.1_9145-9323
5028	AE013149.1_9167-9356	AE004193.1_5679-5861
5029	AE004127.1_7715-7538	AE017003.1_180245-180059
5030	AE006126.1_222-48	AE017274.1_20257-20449
5031	AE001799.1_20444-20268	AE015937.1_285886-286061
5032	AP001513.1_19957-19775	AL596166.1_112469-112272
5033	AP004826.1_205532-205707	M93419.1_332-511
5034	AP005342.1_28132-28310	AF306669.1_1019-1194
5035	AP001512.1_119931-120105	AE007856.1_5090-5262
5036	AL591976.1_186683-186486	AP001518.1_272531-272358
5037	AE010489.1_2647-2468	AE017007.1_287994-288186
5038	AE015944.1_195870-195703	AE017033.1_217118-217310
5039	AE006448.1_6071-6253	AP003194.2_187997-187828
5040	AP005076.1_290738-290918	AE016747.1_182196-182375
5041	J03294.1_2297-2476	AE015545.1_1265-1436
5042	AP004598.1_253855-254037	AE007843.1_1920-1745
5043	AE016770.1_235405-235209	AP005082.1_169934-170112
5044	U32832.1_9495-9319	AE017267.1_95018-94836
5045	AP003187.2_139222-139393	AP005335.1_123141-123320
5046	AE017000.1_234265-234084	AP004827.1_261938-261763
5047	AE017270.1_85304-85118	AE017026.1_274819-274638
5048	AE016947.1_224792-224618	AE017269.1_77627-77808
5049	AF270308.1_2156-2331	Z99121.2_6040-5861
5050	AE017028.1_200117-200298	AP004601.1_22341-22165
5051	AL935254.1_261916-262097	AP003189.2_159236-159062
5052	AE004361.1_7554-7382	AP001517.1_215539-215348
5053	AE017029.1_246029-245843	AE017154.1_86844-87014
5054	AP003362.3_86114-86289	AE007576.1_1562-1747
5055	J03294.1_2297-2476	AE007843.1_1920-1745
5056	AP001512.1_119931-120105	AP004598.1_253855-254037
5057	AE017000.1_234265-234084	AE015944.1_195870-195703
5058	AE017028.1_200117-200298	AP001518.1_272531-272358
5059	AP004827.1_261938-261763	AE017033.1_217118-217310
5060	AE017029.1_246029-245843	AF270308.1_2156-2331
5061	AE017274.1_20257-20449	AP005335.1_123141-123320
5062	AE017267.1_95018-94836	AE013149.1_9167-9356
5063	AE017269.1_77627-77808	AP003194.2_187997-187828
5064	AE015937.1_285886-286061	AP003187.2_139222-139393
5065	AP004601.1_22341-22165	AE004361.1_7554-7382
5066	AE017026.1_274819-274638	AE015545.1_1265-1436
5067	AP003189.2_159236-159062	U32832.1_9495-9319
5068	X15196.1_270-75	AE004127.1_7715-7538
5069	M93419.1_332-511	AP001517.1_215539-215348
5070	AE017007.1_287994-288186	AE017003.1_180245-180059
5071	AE017270.1_85304-85118	AL596166.1_112469-112272
5072	AE004193.1_5679-5861	AE006126.1_222-48
5073	AE007576.1_1562-1747	AE007856.1_5090-5262
5074	AP004598.1_253855-254037	AP001513.1_19957-19775
5075	M93419.1_332-511	J03294.1_2297-2476
5076	AP004827.1_261938-261763	AF270308.1_2156-2331
5077	AP005335.1_123141-123320	AP005076.1_290738-290918
5078	AE016747.1_182196-182375	AP004826.1_205532-205707
5079	AP005342.1_28132-28310	AP005082.1_169934-170112
5080	AE017026.1_274819-274638	AE017267.1_95018-94836
5081	X15196.1_270-75	AE016770.1_235405-235209
5082	AP004826.1_205532-205707	AF306669.1_1019-1194
5083	AF110959.1_182-300	AF289550.1_71-187
5084	AJ291718.1_701-816	AF256208.1_693-810
5085	AF442565.1_60-177	AF286253.1_173-290
5086	AY162225.1_694-811	AF538306.1_693-809
5087	AF443081.1_69-186	AY161883.1_12-129
5088	AY074891.1_69-186	AF289550.1_71-187
5089	AJ291719.1_695-813	AF442570.1_57-170
5090	AF538307.1_694-810	AF110967.1_181-297
5091	AF442569.1_60-176	AF443087.1_69-186
5092	AF197338.1_656-769	AY162223.1_696-812
5093	AF286233.1_39-156	AB097869.1_693-813
5094	AF538305.1_694-810	AF110961.1_182-300
5095	AF193275.1_69-186	AY227107.1_44-160
5096	AY180905.1_75-190	AF110977.1_182-300
5097	AJ291718.1_701-816	AY161880.1_12-128
5098	AB032741.1_666-779	AF538302.1_716-833
5099	AF414006.1_702-819	U88824.1_41-159
5100	AF423759.1_144-260	AF443075.1_69-186
5101	AF110970.1_83-200	AF538303.1_714-830
5102	K02007.1_695-811	AY161887.1_12-125
5103	AF075702.1_14-132	AF110978.1_182-299
5104	AB097873.1_63-179	AF442566.1_60-176
5105	AF443085.1_69-185	AF170549.1_642-755
5106	AF465242.1_767-883	AF286242.1_173-290
5107	AF450097.1_143-259	AF110959.1_182-300
5108	AF443080.1_69-188	AF413987.1_701-818
5109	M62320.1_160-277	M17451.1_208-324
5110	AF443093.1_69-190	AY062241.1_3-119
5111	AY158535.1_40-158	K03454.1_240-356
5112	AF110979.1_69-186	AF408632.1_261-377
5113	AF164485.1_717-830	AF443089.1_69-186
5114	M27323.1_238-354	AF110972.1_83-200
5115	AF256205.1_693-809	AJ293865.1_46-165
5116	AF408630.1_261-377	AF286234.1_40-156
5117	AJ276595.1_14-127	AF110976.1_182-300
5118	AF443084.1_69-188	AF042101.1_695-812
5119	AF443113.1_69-186	AF385935.1_714-830
5120	AF193253.1_70-186	AF061640.1_97-212
5121	AY161886.1_12-128	AF286250.1_149-266
5122	L39106.1_237-350	AF075701.1_14-131
5123	AF256208.1_693-810	AY158534.1_41-159
5124	AF067156.1_72-189	AF286239.1_61-177
5125	AJ288982.1_713-827	AF286225.1_41-157
5126	AF442565.1_60-177	M93259.1_693-811
5127	AF042102.1_37-153	AF110973.1_184-300
5128	AF110974.1_184-301	AF190127.1_72-196
5129	AY161889.1_12-128	AY118154.1_240-357
5130	AF443103.1_69-186	AF086817.1_693-809
5131	AF042105.1_49-165	AF423756.1_144-260
5132	U69592.1_240-356	AY161884.1_12-129
5133	AF286236.1_192-308	AF005495.1_41-162
5134	AF443101.1_70-191	U21135.1_694-809
5135	U86780.1_72-189	AF069140.1_692-807
5136	AB032740.1_666-779	K03457.1_17-132
5137	AF538304.1_695-811	AF192135.1_86-206
5138	AF450098.1_144-260	AF049494.1_241-357
5139	AY162224.1_704-822	AF460972.1_71-188
5140	AF179368.1_10-127	AF049495.1_241-357
5141	AF443099.1_69-187	AF042104.1_28-144
5142	AF411964.1_695-809	AF411967.1_695-812
5143	AF110981.1_69-186	AF286238.1_40-157
5144	AF061641.1_97-212	AJ288981.1_736-854
5145	U88826.1_62-176	AF110971.1_83-200
5146	AJ237565.1_709-826	AB097865.1_71-189
5147	AF286247.1_173-290	AF443114.1_69-186
5148	AF408626.1_118-234	AF492624.1_73-186
5149	AF286253.1_173-290	AB098333.1_690-808
5150	AF286227.1_41-159	AF442567.1_60-177
5151	AY161890.1_12-125	AF492623.1_62-179
5152	AY161882.1_12-127	AF332867.1_228-344
5153	AB097870.1_72-188	AF075703.1_38-151
5154	AY118159.1_240-356	AF076998.1_46-162
5155	AJ291720.1_705-822	AY049711.1_73-190
5156	AF443079.1_69-188	AF530576.1_64-177
5157	AY161893.1_12-128	AF197341.1_638-753
5158	AF443107.1_69-187	AB052867.1_707-820
5159	AF286230.1_41-157	AY161888.1_12-125
5160	AY173955.1_45-161	AF077336.1_45-165
5161	AF411965.1_696-812	AF082394.1_14-133
5162	U69593.1_240-356	AF042100.1_691-809
5163	AF408628.1_143-259	D10112.1_696-812
5164	U88822.1_208-327	AF442568.1_59-176
5165	AY173957.1_62-175	AF423755.1_144-259
5166	AB078005.1_649-765	U26546.1_74-189
5167	AF290027.1_703-821	AF443111.1_69-188
5168	U71182.1_71-182	S69386.1_241-357
5169	AF443098.1_69-186	AF286232.1_41-158
5170	AF286223.1_41-158	AF082395.1_14-134
5171	AF286365.1_694-809	AY161881.1_12-129
5172	X57999.1_1526-1586	AF333036.1_2190-2249
5173	AF096875.1_5504-5568	L12743.1_694-758
5174	X76008.1_2709-2772	Y11109.1_927-987
5175	AY060611.1_560-627	AB032826.1_1401-1464
5176	X13710.1_946-1008	AL049837.4_130674-130738
5177	Y11273.1_1139-1211	U25264.1_366-432
5178	L37762.1_2940-3006	AF195142.1_461-524
5179	BC003127.1_865-928	S48220.1_1731-1788
5180	AF096875.1_5504-5568	X12367.1_703-764
5181	AB022283.1_1669-1729	Y11111.1_1260-1324
5182	AF532927.1_678-740	AC002327.1_156204-156268
5183	S79854.1_1605-1666	AF333036.1_2190-2249
5184	AC092237.1_57223-57161	D25220.1_1493-1556
5185	Y11110.1_1218-1277	X84742.1_5239-5302
5186	AF021345.1_10097-10160	AF274027.1_835-900
5187	U67171.1_375-442	U43286.1_2054-2120
5188	D88033.1_3186-3249	AB017534.1_661-726
5189	AF380118.1_366-433	L12743.1_694-758
5190	X57999.1_1526-1586	AF053984.1_1951-2017
5191	X58295.1_1384-1453	U43285.1_2009-2075
5192	AF072865.1_1887-1947	AF390544.1_1076-1142
5193	L14329.1_236-302	X03920.1_1172-1235
5194	AL645723.11_192421-192359	X13684.1_700-760
5195	M63574.1_1465-1528	AY119185.1_838-902
5196	Y11109.1_1272-1330	AC000078.2_21139-21077
5197	AF125575.1_5781-5843	AF241527.2_359-424
5198	AF166127.1_1919-1981	AF288740.1_1291-1357
5199	X76008.1_2709-2772	S79854.1_1605-1666
5200	L24896.1_600-665	AL833145.1_1479-1545
5201	AB030643.1_4176-4241	U67853.1_375-442
5202	AF093774.1_5851-5916	AF195141.1_689-759
5203	AB022283.1_1669-1729	AF390544.1_1076-1142
5204	L37762.1_2940-3006	AF053984.1_1951-2017
5205	U61947.2_4246-4309	L14329.1_236-302
5206	AB030643.1_4176-4241	D88033.1_3186-3249
5207	AF021345.1_10097-10160	Y11110.1_1218-1277
5208	AL049837.4_130674-130738	AY119185.1_838-902
5209	U43285.1_2009-2075	AF288740.1_1291-1357
5210	AL833575.1_1110-1179	X58295.1_1384-1453
5211	L12743.1_694-758	U67853.1_375-442
5212	X13684.1_700-760	AC000078.2_21139-21077
5213	AB032826.1_1401-1464	AF380118.1_366-433
5214	AC002327.1_156204-156268	M63574.1_1465-1528
5215	AF136399.1_1808-1868	AF125575.1_5781-5843
5216	BC003127.1_865-928	AF241527.2_359-424
5217	AF195142.1_461-524	L24896.1_600-665
5218	Y11109.1_1272-1330	AY060611.1_560-627
5219	AF333036.1_2190-2249	AL833145.1_1479-1545
5220	AL645723.11_192421-192359	AF274027.1_835-900
5221	D25220.1_1493-1556	AF093774.1_5851-5916
5222	AF322071.1_1577-1642	S48220.1_1731-1788
5223	U43286.1_2054-2120	AF166127.1_1919-1981
5224	U25264.1_366-432	L28111.1_1299-1365
5225	AE003628.2_106178-106240	X03920.1_1172-1235
5226	AF096875.1_5504-5568	AF072865.1_1887-1947
5227	X57999.1_1526-1586	AF195141.1_689-759
5228	AB017534.1_661-726	X84742.1_5239-5302
5229	X13710.1_946-1008	X53463.1_847-903
5230	Y11109.1_927-987	AC092237.1_57223-57161
5231	U67171.1_375-442	D25220.1_1493-1556
5232	X76008.1_2709-2772	AF322071.1_1577-1642
5233	AB017534.1_661-726	S79854.1_1605-1666
5234	U67171.1_375-442	Y11111.1_1260-1324
5235	AY119185.1_838-902	X71973.1_730-791
5236	X57999.1_1526-1586	L37762.1_2940-3006
5237	AF125575.1_5781-5843	AF195142.1_461-524
5238	AF274027.1_835-900	AF072865.1_1887-1947
5239	L12743.1_694-758	AF288740.1_1291-1357
5240	U61947.2_4246-4309	AC000078.2_21139-21077
5241	Y11109.1_1272-1330	BC003127.1_865-928
5242	M63574.1_1465-1528	L14329.1_236-302
5243	AF021345.1_10097-10160	AF241527.2_359-424
5244	S48220.1_1731-1788	AF053984.1_1951-2017
5245	AF096875.1_5504-5568	AB032826.1_1401-1464
5246	D88033.1_3186-3249	U67853.1_375-442
5247	AF136399.1_1808-1868	X53463.1_847-903
5248	AE003628.2_106178-106240	AC002327.1_156204-156268
5249	AL833145.1_1479-1545	U25264.1_366-432
5250	X84742.1_5239-5302	L24896.1_600-665
5251	AF195141.1_689-759	AF166127.1_1919-1981
5252	U43286.1_2054-2120	AF333036.1_2190-2249
5253	X03920.1_1172-1235	AY060611.1_560-627
5254	AB022283.1_1669-1729	AB030643.1_4176-4241
5255	AL645723.11_192421-192359	Y11109.1_927-987
5256	AC092237.1_57223-57161	X13710.1_946-1008
5257	X13684.1_700-760	U43285.1_2009-2075
5258	AF380118.1_366-433	Y11110.1_1218-1277
5259	Y11273.1_1139-1211	L28111.1_1299-1365
5260	AF136399.1_1808-1868	AF195141.1_689-759
5261	Y11111.1_1260-1324	Y11273.1_1139-1211
5262	AF072865.1_1887-1947	X84742.1_5239-5302
5263	S48220.1_1731-1788	Y11109.1_927-987
5264	AF288740.1_1291-1357	X13710.1_946-1008
5265	AF390544.1_1076-1142	D25220.1_1493-1556
5266	AF125575.1_5781-5843	AF096875.1_5504-5568
5267	X84742.1_5239-5302	X58295.1_1384-1453
5268	AL833575.1_1110-1179	AF390544.1_1076-1142
5269	X57999.1_1526-1586	S48220.1_1731-1788
5270	L24896.1_600-665	X71973.1_730-791
5271	X13684.1_700-760	X13710.1_946-1008
5272	AF333036.1_2190-2249	AF053984.1_1951-2017
5273	Y11109.1_1272-1330	Y11109.1_927-987
5274	AF096875.1_5504-5568	AF093774.1_5851-5916
5275	AE003628.2_106178-106240	AC092237.1_57223-57161
5276	AB022283.1_1669-1729	AF166127.1_1919-1981
5277	U25264.1_366-432	U67171.1_375-442
5278	AF021345.1_10097-10160	AL833145.1_1479-1545
5279	AF532927.1_678-740	X12367.1_703-764
5280	BC003127.1_865-928	AF195142.1_461-524
5281	AF241527.2_359-424	U67853.1_375-442
5282	D25220.1_1493-1556	AB032826.1_1401-1464
5283	M63574.1_1465-1528	D88033.1_3186-3249
5284	AB017534.1_661-726	L12743.1_694-758
5285	X76008.1_2709-2772	AF274027.1_835-900
5286	AL591782.1_259929-260027	AE000524.1_4105-4007
5287	AP003006.2_282610-282707	AE001441.1_7008-6912
5288	AL162755.2_146999-146906	AE010530.1_10602-10691
5289	AE001187.1_2891-2802	AP001119.1_183536-183440
5290	M31831.1_60-156	U22036.1_386-480
5291	AJ235273.1_216698-216780	AF269814.1_2627-2730
5292	U06833.1_215-133	AL023596.1_21933-22018
5293	AE014122.1_13296-13200	AE002321.1_7246-7145
5294	AE007951.1_6862-6765	AL139074.2_66646-66744
5295	AE009624.1_3419-3517	U06833.1_215-133
5296	AP003584.1_338551-338455	AE002112.1_7386-7290
5297	AL939118.1_230082-230163	AJ235273.1_216698-216780
5298	AE001441.1_7008-6912	AE000759.1_8335-8411
5299	AE000524.1_4105-4007	AE002450.1_10937-10840
5300	AJ011025.1_3477-3397	AF368293.1_121-224
5301	AE010530.1_10602-10691	AJ414155.1_123558-123461
5302	AP002546.2_147527-147424	AE004188.1_3986-4083
5303	AE012197.1_305-402	U39706.1_5918-5836
5304	AE001151.1_4236-4333	U32795.1_4504-4603
5305	D11414.1_117-219	AE012781.1_271-172
5306	M31830.1_30-129	AL591782.1_259929-260027
5307	AE007319.1_10471-10547	AE008680.1_732-813
5308	AE006305.1_11176-11252	AP001119.1_183536-183440
5309	AF269814.1_2627-2730	AE003940.1_637-734
5310	AL162755.2_146999-146906	AL023596.1_21933-22018
5311	S76009.1_35-113	AE001187.1_2891-2802
5312	AJ237851.1_3373-3277	D11419.1_119-221
5313	X53678.1_99-175	AF482014.1_12-103
5314	AL646063.1_55639-55540	D00560.1_67-145
5315	U32175.1_5757-5660	AE006489.1_4483-4560
5316	X14404.1_126-225	M31831.1_60-156
5317	AE001298.1_7270-7169	AF203881.1_14955-14875
5318	AE006305.1_11176-11252	AJ237851.1_3373-3277
5319	D11422.1_117-217	AE002112.1_7386-7290
5320	D90912.1_112591-112684	AE006092.1_9479-9578
5321	AP003006.2_282610-282707	AE007525.1_2612-2714
5322	AE001298.1_7270-7169	AP003006.2_282610-282707
5323	U22036.1_386-480	AE006092.1_9479-9578
5324	AE010530.1_10602-10691	AE002056.1_2937-3036
5325	AF482014.1_12-103	AE014122.1_13296-13200
5326	U32175.1_5757-5660	AE012781.1_271-172
5327	AE001151.1_4236-4333	U06833.1_215-133
5328	M31830.1_30-129	S76009.1_35-113
5329	AP001119.1_183536-183440	AL596173.1_263872-263770
5330	AE002321.1_7246-7145	D90912.1_112591-112684
5331	AJ011025.1_3477-3397	AE007951.1_6862-6765
5332	AE009624.1_3419-3517	X53678.1_99-175
5333	AP002546.2_147527-147424	AF368293.1_121-224
5334	AP003584.1_338551-338455	X12643.1_106-207
5335	U15684.1_123-224	AE000524.1_4105-4007
5336	AE007319.1_10471-10547	AF269814.1_2627-2730
5337	AL162755.2_146999-146906	AL591782.1_259929-260027
5338	AL939118.1_230082-230163	D11418.1_118-220
5339	AE002450.1_10937-10840	D11412.1_117-219
5340	AE003940.1_637-734	D11414.1_117-219
5341	D11420.1_119-221	AE012197.1_305-402
5342	AE007525.1_2612-2714	AL646063.1_55639-55540
5343	M31831.1_60-156	D49784.1_399-501
5344	AE000759.1_8335-8411	D12926.1_388-490
5345	U39706.1_5918-5836	D00560.1_67-145
5346	D11419.1_119-221	AE001187.1_2891-2802
5347	AF203881.1_14955-14875	AE014879.1_5303-5375
5348	U32795.1_4504-4603	AL139074.2_66646-66744
5349	D11413.1_118-216	AE006489.1_4483-4560
5350	D11415.1_117-219	AE001441.1_7008-6912
5351	X15523.1_115-217	AL023596.1_21933-22018
5352	AE006092.1_9479-9578	D11415.1_117-219
5353	AJ414155.1_123558-123461	AF482014.1_12-103
5354	D11419.1_119-221	AL646063.1_55639-55540
5355	AE002321.1_7246-7145	U06833.1_215-133
5356	D11422.1_117-217	U32175.1_5757-5660
5357	AJ414155.1_123558-123461	AE008680.1_732-813
5358	AE012197.1_305-402	AL939118.1_230082-230163
5359	D49784.1_399-501	AE003940.1_637-734
5360	D11414.1_117-219	AE000759.1_8335-8411
5361	X53678.1_99-175	U15684.1_123-224
5362	D00560.1_67-145	AE007525.1_2612-2714
5363	AE002450.1_10937-10840	AE004188.1_3986-4083
5364	S76009.1_35-113	AF368293.1_121-224
5365	D11418.1_118-220	AL139074.2_66646-66744
5366	AL596173.1_263872-263770	M31830.1_30-129
5367	AE006489.1_4483-4560	AE002056.1_2937-3036
5368	AL023596.1_21933-22018	M31831.1_60-156
5369	U32795.1_4504-4603	D11413.1_118-216
5370	X15523.1_115-217	AE001187.1_2891-2802
5371	AE007319.1_10471-10547	D11412.1_117-219
5372	D12926.1_388-490	AL591782.1_259929-260027
5373	AE009624.1_3419-3517	AE008680.1_732-813
5374	U22036.1_386-480	AF203881.1_14955-14875
5375	X14404.1_126-225	D11421.1_119-221
5376	X12643.1_106-207	AE014879.1_5303-5375
5377	AF269814.1_2627-2730	AE006305.1_11176-11252
5378	AE006092.1_9479-9578	X14404.1_126-225
5379	U39706.1_5918-5836	AE002112.1_7386-7290
5380	AL139074.2_66646-66744	AE001441.1_7008-6912
5381	AF203881.1_14955-14875	AL591782.1_259929-260027
5382	D11413.1_118-216	AE007525.1_2612-2714
5383	AL596173.1_263872-263770	D12926.1_388-490
5384	D11419.1_119-221	U15684.1_123-224
5385	D11414.1_117-219	D49784.1_399-501
5386	D12926.1_388-490	D11422.1_117-217
5387	D11421.1_119-221	AF368293.1_121-224
5388	D49784.1_399-501	AL596173.1_263872-263770
5389	D11420.1_119-221	AF269814.1_2627-2730
5390	AJ414155.1_123558-123461	AE004188.1_3986-4083
5391	D90912.1_112591-112684	AP003584.1_338551-338455
5392	AJ237851.1_3373-3277	AJ011025.1_3477-3397
5393	X15523.1_115-217	D11413.1_118-216
5394	D11412.1_117-219	D11415.1_117-219
5395	AE006489.1_4483-4560	AE014879.1_5303-5375
5396	U39706.1_5918-5836	S76009.1_35-113
5397	U32795.1_4504-4603	AE006092.1_9479-9578
5398	AE012197.1_305-402	AE003940.1_637-734
5399	D11420.1_119-221	D11418.1_118-220
5400	X51658.1_237-504	X01055.1_1-297
5401	M20837.1_128-397	Z29111.1_1-301
5402	U40756.1_3688-3391	AP000058.1_196062-195789
5403	Z99259.1_7742-7997	X17237.1_11-302
5404	X13958.1_1-301	X17238.1_12-306
5405	M21085.1_9-299	Z29261.1_1-303
5406	Z29260.1_1-302	AE013320.1_6338-6044
5407	X65991.1_1-302	AP000988.1_199418-199133
5408	X65986.1_1-303	AF395888.1_197-488
5409	X56981.1_102-383	AP000996.2_169413-169130
5410	AE000940.1_8761-9056	X14661.1_2-308
